W(H)1m,mean(H)1m,stdev(H)1m,W(M)1m,mean(M)1m,stdev(M)1m,W(HH)1m,mean(HH)1m,stdev(HH)1m,magnitud(HH)1m,radius(HH)1m,covariance(HH)1m,correlation(HH)1m,W(HH_jit)1m,mean(HH_jit)1m,stdev(HH_jit)1m,W(HpHp)1m,mean(HpHp)1m,stdev(HpHp)1m,magnitud(HpHp)1m,radius(HpHp)1m,covariance(HpHp)1m,correlation(HpHp)1m,W(H)10s,mean(H)10s,stdev(H)10s,W(M)10s,mean(M)10s,stdev(M)10s,W(HH)10s,mean(HH)10s,stdev(HH)10s,magnitud(HH)10s,radius(HH)10s,covariance(HH)10s,correlation(HH)10s,W(HH_jit)10s,mean(HH_jit)10s,stdev(HH_jit)10s,W(HpHp)10s,mean(HpHp)10s,stdev(HpHp)10s,magnitud(HpHp)10s,radius(HpHp)10s,covariance(HpHp)10s,correlation(HpHp)10s,W(H)1.5s,mean(H)1.5s,stdev(H)1.5s,W(M)1.5s,mean(M)1.5s,stdev(M)1.5s,W(HH)1.5s,mean(HH)1.5s,stdev(HH)1.5s,magnitud(HH)1.5s,radius(HH)1.5s,covariance(HH)1.5s,correlation(HH)1.5s,W(HH_jit)1.5s,mean(HH_jit)1.5s,stdev(HH_jit)1.5s,W(HpHp)1.5s,mean(HpHp)1.5s,stdev(HpHp)1.5s,magnitud(HpHp)1.5s,radius(HpHp)1.5s,covariance(HpHp)1.5s,correlation(HpHp)1.5s,W(H)500ms,mean(H)500ms,stdev(H)500ms,W(M)500ms,mean(M)500ms,stdev(M)500ms,W(HH)500ms,mean(HH)500ms,stdev(HH)500ms,magnitud(HH)500ms,radius(HH)500ms,covariance(HH)500ms,correlation(HH)500ms,W(HH_jit)500ms,mean(HH_jit)500ms,stdev(HH_jit)500ms,W(HpHp)500ms,mean(HpHp)500ms,stdev(HpHp)500ms,magnitud(HpHp)500ms,radius(HpHp)500ms,covariance(HpHp)500ms,correlation(HpHp)500ms,W(H)100ms,mean(H)100ms,stdev(H)100ms,W(M)100ms,mean(M)100ms,stdev(M)100ms,W(HH)100ms,mean(HH)100ms,stdev(HH)100ms,magnitud(HH)100ms,radius(HH)100ms,covariance(HH)100ms,correlation(HH)100ms,W(HH_jit)100ms,mean(HH_jit)100ms,stdev(HH_jit)100ms,W(HpHp)100ms,mean(HpHp)100ms,stdev(HpHp)100ms,magnitud(HpHp)100ms,radius(HpHp)100ms,covariance(HpHp)100ms,correlation(HpHp)100ms
12,193.1666667,25.96092635,28,227.5357143,21.41560895,28,227.5357143,21.41560895,321.7840931,648.5983717,9149.261478,1,15,441.4,61.57898528,22,227.2272727,22.4328242,321.3478908,711.6769562,9339.909662,1,1,171,0,48,212.125,6.711771178,48,212.125,6.711771178,299.9900519,63.70731202,7870.703116,1,24,425.25,5.05835512,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,6,192.1666667,23.232879,7,226.4285714,18.32900382,7,226.4285714,18.32900382,311.2793889,338.1247404,9755.023435,0.99808256,4,397,110.2149415,7,226.4285714,18.32900382,311.1617796,338.6870374,9815.757857,0.998860899,3,173.6666667,1.154700538,7,226.4285714,18.32900382,7,226.4285714,18.32900382,311.2793889,338.1247404,9755.023435,0.99808256,4,397,110.2149415,7,226.4285714,18.32900382,311.1617796,338.6870374,9815.757857,0.998860899,2,179,7.071067812,1,237,0,1,237,0,335.1686143,0,12429.55556,1,1,437,0,1,237,0,335.1686143,0,12429.55556,1
6,193.3333333,29.57476402,28,227.5357143,21.41560895,28,227.5357143,21.41560895,324.5993704,641.8262412,9847.821053,0.995394887,15,441.4,61.57898528,22,227.2272727,22.4328242,324.3832355,674.4205253,9974.115878,0.997818034,1,171,0,48,212.125,6.711771178,48,212.125,6.711771178,310.2690987,338.9591614,8699.151543,0.972041317,24,425.25,5.05835512,8,212.125,7.100050302,310.2690987,339.713471,9716.251666,0.998766456,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,3,204.6666667,26.85764944,1,237,0,1,237,0,335.1686143,0,12429.55556,1,1,437,0,1,237,0,335.1686143,0,12429.55556,1
4,208.75,31.94135251,4,231.5,21.1896201,4,231.5,21.1896201,313.9892763,451.2070626,7565.664557,0.869639743,2,464,35.35533906,4,231.5,21.1896201,313.9892763,451.8210266,9949.093641,0.997429926,6,190.3333333,24.32008772,7,226.4285714,18.32900382,7,226.4285714,18.32900382,320.2183566,475.1084135,10175.8527,1,4,397,110.2149415,7,226.4285714,18.32900382,320.2183566,475.1084135,10175.8527,1,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,311.2793889,338.1247404,9755.023435,0.99808256,5,428.2,5.215361924,7,213.4285714,6.5538066,311.1617796,338.6870374,9815.757857,0.998860899,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,2,179,7.071067812,1,237,0,1,237,0,327.0231049,569.3333333,11133.20205,0.996067697,1,437,0,1,237,0,327.0231049,569.3333333,11133.20205,0.996067697
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,308.5012409,391.5454167,7330.829603,0.881062588,48,425.25,5.00425351,8,212.125,7.100050302,308.5012409,392.2527758,9528.787713,0.998844461,6,190.3333333,24.32008772,7,226.4285714,18.32900382,7,226.4285714,18.32900382,310.2690987,338.9591614,8699.151543,0.972041317,4,397,110.2149415,7,226.4285714,18.32900382,310.2690987,339.713471,9716.251666,0.998766456,7,189.5714286,22.29242878,7,226.4285714,18.32900382,7,226.4285714,18.32900382,311.2793889,338.1247404,9755.023435,0.99808256,4,397,110.2149415,7,226.4285714,18.32900382,311.1617796,338.6870374,9815.757857,0.998860899,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,311.2793889,338.1247404,9755.023435,0.99808256,5,428.2,5.215361924,7,213.4285714,6.5538066,311.1617796,338.6870374,9815.757857,0.998860899,3,204.3333333,26.65207934,3,225.3333333,23.86070689,3,225.3333333,23.86070689,315.4801913,673.3414316,9746.652552,0.998874233,2,338.5,144.9568901,3,225.3333333,23.86070689,315.4801913,673.3414316,9746.652552,0.998874233
6,199.6666667,31.35389396,9,224,19.72308292,9,224,19.72308292,308.5012409,391.5454167,7330.829603,0.881062588,5,404,97.31906288,9,224,19.72308292,308.5012409,392.2527758,9528.787713,0.998844461,1,171,0,48,212.125,6.711771178,48,212.125,6.711771178,299.9900519,63.70731202,7870.703116,1,24,425.25,5.05835512,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,6,192.5,30.37597735,7,226.4285714,18.32900382,7,226.4285714,18.32900382,311.2793889,338.1247404,9755.023435,0.99808256,4,397,110.2149415,7,226.4285714,18.32900382,311.1617796,338.6870374,9815.757857,0.998860899,2,234,12.72792206,10,220.8,18.96077823,10,220.8,18.96077823,312.2583546,508.4254892,9472.889666,1,5,442.6,25.52057993,10,220.8,18.96077823,312.2583546,508.4254892,9472.889666,1
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,171,0,48,212.125,6.711771178,48,212.125,6.711771178,306.7186097,445.0549433,8342.104475,0.974749755,24,425.25,5.05835512,8,212.125,7.100050302,306.7186097,445.6297026,9296.381783,0.99928375,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,311.2793889,338.1247404,9755.023435,0.99808256,5,428.2,5.215361924,7,213.4285714,6.5538066,311.1617796,338.6870374,9815.757857,0.998860899,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,307.6408946,319.1027699,9582.216384,0.997633956,5,428.2,5.215361924,7,213.4285714,6.5538066,307.5218937,319.6985252,9642.818517,0.998509655,1,174,0,10,220.8,18.96077823,10,220.8,18.96077823,307.2093749,361.5419433,9416.553648,0.998560313,5,442.6,25.52057993,10,220.8,18.96077823,307.0902068,362.0678749,9474.065128,0.999221359
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,310.2690987,338.8964674,7469.218845,0.880306277,48,425.25,5.00425351,8,212.125,7.100050302,310.2690987,339.713471,9716.251666,0.998766456,5,199.4,34.01911228,13,221.5384615,21.04208238,13,221.5384615,21.04208238,306.7186097,445.0549433,8342.104475,0.974749755,7,440.5714286,21.36084536,13,221.5384615,21.04208238,306.7186097,445.6297026,9296.381783,0.99928375,1,226,0,7,226.4285714,18.32900382,7,226.4285714,18.32900382,320.2183566,475.1084135,10175.8527,1,4,397,110.2149415,7,226.4285714,18.32900382,320.2183566,475.1084135,10175.8527,1,3,205.3333333,26.65207934,5,221.4,17.79887637,5,221.4,17.79887637,313.1068827,448.0228566,9827.354309,1,3,448.6666667,11.8462371,5,221.4,17.79887637,313.1068827,448.0228566,9827.354309,1,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,310.4836084,570.6178951,9663.971804,0.994891626,5,428.2,5.215361924,7,213.4285714,6.5538066,310.3656975,570.9512689,9729.582965,0.996224856
6,190.3333333,24.32008772,7,226.4285714,18.32900382,7,226.4285714,18.32900382,310.2690987,338.8964674,7469.218845,0.880306277,4,397,110.2149415,7,226.4285714,18.32900382,310.2690987,339.713471,9716.251666,0.998766456,1,171,0,48,212.125,6.711771178,48,212.125,6.711771178,299.9900519,63.70731202,7870.703116,1,24,425.25,5.05835512,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,4,226.5,39.17056718,7,226.4285714,18.32900382,7,226.4285714,18.32900382,320.2183566,475.1084135,10175.8527,1,4,397,110.2149415,7,226.4285714,18.32900382,320.2183566,475.1084135,10175.8527,1,1,175,0,5,221.4,17.79887637,5,221.4,17.79887637,307.6408946,319.1027699,9582.216384,0.997633956,3,448.6666667,11.8462371,5,221.4,17.79887637,307.5218937,319.6985252,9642.818517,0.998509655,3,204.3333333,26.65207934,3,225.3333333,23.86070689,3,225.3333333,23.86070689,318.6694561,805.1589215,10050.94438,1,2,338.5,144.9568901,3,225.3333333,23.86070689,318.6694561,805.1589215,10050.94438,1
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,310.2690987,338.8964674,7469.218845,0.880306277,48,425.25,5.00425351,8,212.125,7.100050302,310.2690987,339.713471,9716.251666,0.998766456,1,171,0,48,212.125,6.711771178,48,212.125,6.711771178,299.9900519,63.70731202,7870.703116,1,24,425.25,5.05835512,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,3,205.3333333,45.08140785,7,226.4285714,18.32900382,7,226.4285714,18.32900382,320.2183566,475.1084135,10175.8527,1,4,397,110.2149415,7,226.4285714,18.32900382,320.2183566,475.1084135,10175.8527,1,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,308.0729784,325.2588781,9605.549432,0.997593728,5,428.2,5.215361924,7,213.4285714,6.5538066,307.9541445,325.8433781,9666.379431,0.998477685,2,174,0,3,225.3333333,23.86070689,3,225.3333333,23.86070689,310.4836084,570.6178951,9663.971804,0.994891626,2,338.5,144.9568901,3,225.3333333,23.86070689,310.3656975,570.9512689,9729.582965,0.996224856
6,190.3333333,24.32008772,7,226.4285714,18.32900382,7,226.4285714,18.32900382,310.2690987,338.8964674,7469.218845,0.880306277,4,397,110.2149415,7,226.4285714,18.32900382,310.2690987,339.713471,9716.251666,0.998766456,1,171,0,48,212.125,6.711771178,48,212.125,6.711771178,296.4244121,76.64951985,7494.025921,0.998586409,24,425.25,5.05835512,8,212.125,7.100050302,296.4244121,79.91919798,7922.944613,0.971212904,1,225,0,7,226.4285714,18.32900382,7,226.4285714,18.32900382,320.2183566,475.1084135,10175.8527,1,4,397,110.2149415,7,226.4285714,18.32900382,320.2183566,475.1084135,10175.8527,1,5,193.4,25.3633594,5,222,17.97220076,5,222,17.97220076,317.1023462,466.0397003,10024.5621,0.999972248,3,450,11.26942767,5,222,17.97220076,317.1023462,466.0397003,10024.5621,0.999972248,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,310.0605143,314.5860777,9760.414058,0.997454983,5,428.2,5.215361924,7,213.4285714,6.5538066,309.9424424,315.1903703,9822.501133,0.998366906
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,3,206.3333333,26.65207934,58,207.0517241,7.874948986,58,207.0517241,7.874948986,296.4244121,76.64951985,7494.025921,0.998586409,30,409.1333333,34.5789784,58,207.0517241,7.874948986,296.4244121,79.91919798,7922.944613,0.971212904,1,225,0,7,226.4285714,18.32900382,7,226.4285714,18.32900382,311.2793889,338.1247404,9755.023435,0.99808256,4,397,110.2149415,7,226.4285714,18.32900382,311.1617796,338.6870374,9815.757857,0.998860899,6,192.5,30.37597735,7,226.4285714,18.32900382,7,226.4285714,18.32900382,311.2793889,338.1247404,9755.023435,0.99808256,4,397,110.2149415,7,226.4285714,18.32900382,311.1617796,338.6870374,9815.757857,0.998860899,2,190.5,26.1629509,4,224.75,17.67059705,4,224.75,17.67059705,317.8444981,441.5881849,10199.92521,1,3,371,115.0521621,4,224.75,17.67059705,317.8444981,441.5881849,10199.92521,1
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,171,0,48,212.125,6.711771178,48,212.125,6.711771178,310.2690987,338.9591614,8699.151543,0.972041317,24,425.25,5.05835512,8,212.125,7.100050302,310.2690987,339.713471,9716.251666,0.998766456,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,308.0729784,325.2588781,9605.549432,0.997593728,5,428.2,5.215361924,7,213.4285714,6.5538066,307.9541445,325.8433781,9666.379431,0.998477685,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,311.2793889,338.1247404,9755.023435,0.99808256,5,428.2,5.215361924,7,213.4285714,6.5538066,311.1617796,338.6870374,9815.757857,0.998860899,3,198.3333333,33.08070938,4,224.75,17.67059705,4,224.75,17.67059705,326.6214361,312.25,11240.12754,0.998262934,3,371,115.0521621,4,224.75,17.67059705,326.6214361,312.25,11240.12754,0.998262934
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,6,192.1666667,23.232879,7,226.4285714,18.32900382,7,226.4285714,18.32900382,321.0021795,568.5102692,9622.527438,0.997265356,4,397,110.2149415,7,226.4285714,18.32900382,320.7836209,605.0669775,9739.474103,0.999030537,5,196.6,23.68121618,5,222,17.97220076,5,222,17.97220076,317.1023462,466.0397003,10024.5621,0.999972248,3,450,11.26942767,5,222,17.97220076,317.1023462,466.0397003,10024.5621,0.999972248,6,192.5,30.37597735,7,226.4285714,18.32900382,7,226.4285714,18.32900382,316.7793994,555.7954606,9730.4017,0.999930094,4,397,110.2149415,7,226.4285714,18.32900382,316.7793994,555.7954606,9730.4017,0.999930094,3,204.6666667,26.85764944,1,237,0,1,237,0,335.1686143,0,12429.55556,1,1,437,0,1,237,0,335.1686143,0,12429.55556,1
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,310.2690987,338.8964674,7469.218845,0.880306277,48,425.25,5.00425351,8,212.125,7.100050302,310.2690987,339.713471,9716.251666,0.998766456,6,193.1666667,27.22804926,28,227.5357143,21.41560895,28,227.5357143,21.41560895,321.7840931,648.5983717,9149.261478,1,15,441.4,61.57898528,22,227.2272727,22.4328242,321.3478908,711.6769562,9339.909662,1,6,190.3333333,24.32008772,7,226.4285714,18.32900382,7,226.4285714,18.32900382,311.2793889,338.1247404,9755.023435,0.99808256,4,397,110.2149415,7,226.4285714,18.32900382,311.1617796,338.6870374,9815.757857,0.998860899,3,215,35.79106034,13,221.5384615,21.04208238,13,221.5384615,21.04208238,307.7405562,444.4197672,9334.834795,0.998744654,7,440.5714286,21.36084536,13,221.5384615,21.04208238,307.6215939,444.8477253,9391.372185,0.999355277,1,193,0,1,237,0,1,237,0,325.0772985,420.5,11099.11656,0.996850734,1,437,0,1,237,0,325.0772985,420.5,11099.11656,0.996850734
6,190.3333333,24.32008772,7,226.4285714,18.32900382,7,226.4285714,18.32900382,310.2690987,338.8964674,7469.218845,0.880306277,4,397,110.2149415,7,226.4285714,18.32900382,310.2690987,339.713471,9716.251666,0.998766456,6,193.8333333,29.22612986,28,227.5357143,21.41560895,28,227.5357143,21.41560895,321.7840931,648.5983717,9149.261478,1,15,441.4,61.57898528,22,227.2272727,22.4328242,321.3478908,711.6769562,9339.909662,1,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,1,242,0,2,222.5,20.50609665,2,222.5,20.50609665,314.6625176,594.676803,9973.806956,1,1,446,0,2,222.5,20.50609665,314.6625176,594.676803,9973.806956,1
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,6,193.3333333,29.57476402,28,227.5357143,21.41560895,28,227.5357143,21.41560895,324.5993704,641.8262412,9847.821053,0.995394887,15,441.4,61.57898528,22,227.2272727,22.4328242,324.3832355,674.4205253,9974.115878,0.997818034,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,307.7405562,444.4197672,9334.834795,0.998744654,5,428.2,5.215361924,7,213.4285714,6.5538066,307.6215939,444.8477253,9391.372185,0.999355277,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,311.2793889,338.1247404,9755.023435,0.99808256,5,428.2,5.215361924,7,213.4285714,6.5538066,311.1617796,338.6870374,9815.757857,0.998860899,6,182.8333333,20.54669479,2,222.5,20.50609665,2,222.5,20.50609665,317.7890181,579.6657515,9978.743408,0.999388222,1,446,0,2,222.5,20.50609665,317.7890181,579.6657515,9978.743408,0.999388222
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,310.2690987,338.8964674,7469.218845,0.880306277,48,425.25,5.00425351,8,212.125,7.100050302,310.2690987,339.713471,9716.251666,0.998766456,4,206,31.23032714,4,231.5,21.1896201,4,231.5,21.1896201,323.8242547,560.7717916,10431.13782,0.999757233,2,464,35.35533906,4,231.5,21.1896201,323.8242547,560.7717916,10431.13782,0.999757233,4,205.25,36.2617797,13,221.5384615,21.04208238,13,221.5384615,21.04208238,313.3026969,626.1702512,9305.751454,1,7,440.5714286,21.36084536,13,221.5384615,21.04208238,313.3026969,626.1702512,9305.751454,1,1,244,0,7,226.4285714,18.32900382,7,226.4285714,18.32900382,320.2183566,475.1084135,10175.8527,1,4,397,110.2149415,7,226.4285714,18.32900382,320.2183566,475.1084135,10175.8527,1,4,205.75,33.03911823,10,226.9,19.97470623,10,226.9,19.97470623,320.8850573,564.2554979,9995.909107,1,5,454.8,28.78714991,10,226.9,19.97470623,320.8850573,564.2554979,9995.909107,1
6,190.3333333,24.32008772,7,226.4285714,18.32900382,7,226.4285714,18.32900382,316.7793994,555.7954606,9730.4017,0.999930094,4,397,110.2149415,7,226.4285714,18.32900382,316.7793994,555.7954606,9730.4017,0.999930094,6,190.3333333,24.32008772,7,226.4285714,18.32900382,7,226.4285714,18.32900382,310.2690987,338.9591614,8699.151543,0.972041317,4,397,110.2149415,7,226.4285714,18.32900382,310.2690987,339.713471,9716.251666,0.998766456,1,176,0,13,221.5384615,21.04208238,13,221.5384615,21.04208238,307.7405562,444.4197672,9334.834795,0.998744654,7,440.5714286,21.36084536,13,221.5384615,21.04208238,307.6215939,444.8477253,9391.372185,0.999355277,5,182.2,18.91295852,7,226.4285714,18.32900382,7,226.4285714,18.32900382,311.2793889,338.1247404,9755.023435,0.99808256,4,397,110.2149415,7,226.4285714,18.32900382,311.1617796,338.6870374,9815.757857,0.998860899,1,174,0,10,226.9,19.97470623,10,226.9,19.97470623,322.1367015,674.5243395,10106.71048,0.999572612,5,454.8,28.78714991,10,226.9,19.97470623,322.1367015,674.5243395,10106.71048,0.999572612
5,199.4,34.01911228,13,221.5384615,21.04208238,13,221.5384615,21.04208238,313.6292237,548.0634924,9584.889406,0.999814255,7,440.5714286,21.36084536,13,221.5384615,21.04208238,313.6292237,548.0634924,9584.889406,0.999814255,1,171,0,48,212.125,6.711771178,48,212.125,6.711771178,307.0521383,326.1262191,8554.392758,0.970264995,24,425.25,5.05835512,8,212.125,7.100050302,307.0521383,326.9101407,9568.248883,0.99836881,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,4,208.5,34.1516227,6,228.6666667,23.32094909,6,228.6666667,23.32094909,323.3835013,769.1436161,10227.48038,1,4,397.25,111.0146387,6,228.6666667,23.32094909,323.3835013,769.1436161,10227.48038,1
5,194.2,21.82200724,5,222,17.97220076,5,222,17.97220076,307.0521383,326.0610577,7328.626233,0.876747499,3,450,11.26942767,5,222,17.97220076,307.0521383,326.9101407,9568.248883,0.99836881,5,194.4,25.3633594,5,222,17.97220076,5,222,17.97220076,307.0521383,326.1262191,8554.392758,0.970264995,3,450,11.26942767,5,222,17.97220076,307.0521383,326.9101407,9568.248883,0.99836881,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,311.2793889,338.1247404,9755.023435,0.99808256,5,428.2,5.215361924,7,213.4285714,6.5538066,311.1617796,338.6870374,9815.757857,0.998860899,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,319.0516573,38.26666667,10801.17007,0.999923005,5,428.2,5.215361924,7,213.4285714,6.5538066,318.936914,42.95238095,10860.76759,0.999998394,2,175,1.414213562,6,228.6666667,23.32094909,6,228.6666667,23.32094909,329.3287786,543.8666667,11244.32749,0.997289757,4,397.25,111.0146387,6,228.6666667,23.32094909,329.3287786,543.8666667,11244.32749,0.997289757
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,171,0,48,212.125,6.711771178,48,212.125,6.711771178,299.9900519,63.70731202,7870.703116,1,24,425.25,5.05835512,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,6,190.3333333,24.32008772,7,226.4285714,18.32900382,7,226.4285714,18.32900382,311.2793889,338.1247404,9755.023435,0.99808256,4,397,110.2149415,7,226.4285714,18.32900382,311.1617796,338.6870374,9815.757857,0.998860899,1,225,0,1,237,0,1,237,0,335.1686143,0,12429.55556,1,1,437,0,1,237,0,335.1686143,0,12429.55556,1,3,221.3333333,4.618802154,1,237,0,1,237,0,335.1686143,0,12429.55556,1,1,437,0,1,237,0,335.1686143,0,12429.55556,1
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,171,0,48,212.125,6.711771178,48,212.125,6.711771178,299.9900519,63.70731202,7870.703116,1,24,425.25,5.05835512,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,319.0516573,38.26666667,10801.17007,0.999923005,5,428.2,5.215361924,7,213.4285714,6.5538066,318.936914,42.95238095,10860.76759,0.999998394,4,185.5,21.01586702,1,237,0,1,237,0,319.0516573,38.26666667,10801.17007,0.999923005,1,437,0,1,237,0,318.936914,42.95238095,10860.76759,0.999998394,2,202,19.79898987,1,237,0,1,237,0,335.1686143,0,12429.55556,1,1,437,0,1,237,0,335.1686143,0,12429.55556,1
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,310.2690987,338.8964674,7469.218845,0.880306277,48,425.25,5.00425351,8,212.125,7.100050302,310.2690987,339.713471,9716.251666,0.998766456,1,171,0,48,212.125,6.711771178,48,212.125,6.711771178,315.6031145,394.2545745,8793.216851,0.981172754,24,425.25,5.05835512,8,212.125,7.100050302,315.6031145,394.9032778,9741.689493,0.999975463,5,194.4,25.3633594,1,237,0,1,237,0,319.0516573,38.26666667,10801.17007,0.999923005,1,437,0,1,237,0,318.936914,42.95238095,10860.76759,0.999998394,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,311.2793889,338.1247404,9755.023435,0.99808256,5,428.2,5.215361924,7,213.4285714,6.5538066,311.1617796,338.6870374,9815.757857,0.998860899,1,186,0,1,237,0,1,237,0,335.1686143,0,12429.55556,1,1,437,0,1,237,0,335.1686143,0,12429.55556,1
6,190.3333333,24.32008772,7,226.4285714,18.32900382,7,226.4285714,18.32900382,310.2690987,338.8964674,7469.218845,0.880306277,4,397,110.2149415,7,226.4285714,18.32900382,310.2690987,339.713471,9716.251666,0.998766456,7,211.8571429,28.71949728,19,233.6842105,19.79071789,19,233.6842105,19.79071789,327.6205203,695.2902635,8523.577722,0.967873465,10,444.9,80.97523627,19,233.6842105,19.79071789,327.6205203,695.2902635,8523.577722,0.967873465,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,311.2793889,338.1247404,9755.023435,0.99808256,5,428.2,5.215361924,7,213.4285714,6.5538066,311.1617796,338.6870374,9815.757857,0.998860899,6,192.5,30.37597735,7,226.4285714,18.32900382,7,226.4285714,18.32900382,311.2793889,338.1247404,9755.023435,0.99808256,4,397,110.2149415,7,226.4285714,18.32900382,311.1617796,338.6870374,9815.757857,0.998860899,1,186,0,1,237,0,1,237,0,326.6214361,312.25,11240.12754,0.998262934,1,437,0,1,237,0,326.6214361,312.25,11240.12754,0.998262934
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,310.2690987,338.8964674,7469.218845,0.880306277,48,425.25,5.00425351,8,212.125,7.100050302,310.2690987,339.713471,9716.251666,0.998766456,25,186.96,15.56299029,77,229.6233766,23.96820205,77,229.6233766,23.96820205,318.697184,632.7339345,8263.255858,0.957269662,39,460.5128205,44.62290643,77,229.6233766,23.96820205,318.697184,632.7339345,8263.255858,0.957269662,6,190.3333333,24.32008772,7,226.4285714,18.32900382,7,226.4285714,18.32900382,311.2793889,338.1247404,9755.023435,0.99808256,4,397,110.2149415,7,226.4285714,18.32900382,311.1617796,338.6870374,9815.757857,0.998860899,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,311.2793889,338.1247404,9755.023435,0.99808256,5,428.2,5.215361924,7,213.4285714,6.5538066,311.1617796,338.6870374,9815.757857,0.998860899,8,190.875,22.31231242,4,224.75,17.67059705,4,224.75,17.67059705,319.3683962,506.6480001,10096.3335,0.99989419,3,371,115.0521621,4,224.75,17.67059705,319.3683962,506.6480001,10096.3335,0.99989419
