W(H)1m,mean(H)1m,stdev(H)1m,W(M)1m,mean(M)1m,stdev(M)1m,W(HH)1m,mean(HH)1m,stdev(HH)1m,magnitud(HH)1m,radius(HH)1m,covariance(HH)1m,correlation(HH)1m,W(HH_jit)1m,mean(HH_jit)1m,stdev(HH_jit)1m,W(HpHp)1m,mean(HpHp)1m,stdev(HpHp)1m,magnitud(HpHp)1m,radius(HpHp)1m,covariance(HpHp)1m,correlation(HpHp)1m,W(H)10s,mean(H)10s,stdev(H)10s,W(M)10s,mean(M)10s,stdev(M)10s,W(HH)10s,mean(HH)10s,stdev(HH)10s,magnitud(HH)10s,radius(HH)10s,covariance(HH)10s,correlation(HH)10s,W(HH_jit)10s,mean(HH_jit)10s,stdev(HH_jit)10s,W(HpHp)10s,mean(HpHp)10s,stdev(HpHp)10s,magnitud(HpHp)10s,radius(HpHp)10s,covariance(HpHp)10s,correlation(HpHp)10s,W(H)1.5s,mean(H)1.5s,stdev(H)1.5s,W(M)1.5s,mean(M)1.5s,stdev(M)1.5s,W(HH)1.5s,mean(HH)1.5s,stdev(HH)1.5s,magnitud(HH)1.5s,radius(HH)1.5s,covariance(HH)1.5s,correlation(HH)1.5s,W(HH_jit)1.5s,mean(HH_jit)1.5s,stdev(HH_jit)1.5s,W(HpHp)1.5s,mean(HpHp)1.5s,stdev(HpHp)1.5s,magnitud(HpHp)1.5s,radius(HpHp)1.5s,covariance(HpHp)1.5s,correlation(HpHp)1.5s,W(H)500ms,mean(H)500ms,stdev(H)500ms,W(M)500ms,mean(M)500ms,stdev(M)500ms,W(HH)500ms,mean(HH)500ms,stdev(HH)500ms,magnitud(HH)500ms,radius(HH)500ms,covariance(HH)500ms,correlation(HH)500ms,W(HH_jit)500ms,mean(HH_jit)500ms,stdev(HH_jit)500ms,W(HpHp)500ms,mean(HpHp)500ms,stdev(HpHp)500ms,magnitud(HpHp)500ms,radius(HpHp)500ms,covariance(HpHp)500ms,correlation(HpHp)500ms,W(H)100ms,mean(H)100ms,stdev(H)100ms,W(M)100ms,mean(M)100ms,stdev(M)100ms,W(HH)100ms,mean(HH)100ms,stdev(HH)100ms,magnitud(HH)100ms,radius(HH)100ms,covariance(HH)100ms,correlation(HH)100ms,W(HH_jit)100ms,mean(HH_jit)100ms,stdev(HH_jit)100ms,W(HpHp)100ms,mean(HpHp)100ms,stdev(HpHp)100ms,magnitud(HpHp)100ms,radius(HpHp)100ms,covariance(HpHp)100ms,correlation(HpHp)100ms,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,198,34.59768778,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,4,193,30.06659276,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,1,173,0,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,174,0,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,4,193,30.06659276,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,1,173,0,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,174,0,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,4,193,30.06659276,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,1,173,0,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,174,0,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,4,193,30.06659276,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,2,204,28.28427125,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,184.1666667,25.92617725,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,2,205,46.66904756,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,1,173,0,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,174,0,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,7,186.7142857,24.50655889,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,1,172,0,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,172,0,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,201.3333333,35.16153201,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,1,173,0,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,187.4,28.29840985,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,4,193,30.06659276,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,1,173,0,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,174,0,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,201.3333333,35.16153201,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,1,174,0,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,174,0,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,1,171,0,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,1,173,0,2,186,21.21320344,2,186,21.21320344,256.9310462,516.5312255,6521.272144,0.999439888,1,373,0,2,186,21.21320344,256.9310462,516.5312255,6521.272144,0.999439888
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,186,28.54820485,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,200.3333333,32.14550254,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,1,169,0,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,174,0,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,1,172,0,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,1,235,0,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,184.1666667,25.92617725,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,201.3333333,32.14550254,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,2,179,8.485281374,4,177.25,15.92430009,4,177.25,15.92430009,256.9310462,516.5312255,6521.272144,0.999439888,3,293.6666667,110.7173579,4,177.25,15.92430009,256.9310462,516.5312255,6521.272144,0.999439888
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,174,0,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,1,172,0,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,1,174,0,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,174,0,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,201.3333333,32.14550254,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,2,179,7.071067812,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,200.3333333,35.16153201,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,2,205,46.66904756,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,1,184,0,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,174,0,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,2,183,7.071067812,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,2,177.5,6.363961031,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,204,46.66904756,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,1,172,0,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,1,225,0,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,181,8.485281374,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,201.3333333,32.14550254,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,1,224,0,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,174,0,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,6,184.1666667,25.92617725,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,2,173.5,2.121320344,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,187,28.54820485,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,1,175,0,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,2,172,0,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,184.9333333,21.83204286,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,1,172,0,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,2,200.5,36.06244584,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,186.6,23.35165947,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,5,194,25.0998008,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,1,172,0,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,186,22.96736816,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,6,184.1666667,25.92617725,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,207.3333333,30.59956427,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,172,0,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,1,175,0,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,4,189.5,24.22808288,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,207.5,28.99137803,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,193.6666667,28.98850347,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,1,175,0,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,174,0,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,1,175,0,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,2,178.5,9.192388155,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,182.3333333,21.44450201,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,5,187,28.54820485,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,1,225,0,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,174,0,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,1,175,0,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,1,177,0,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,193.6666667,30.66485502,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,6,184.1666667,25.92617725,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,1,224,0,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,178,0,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,2,173,2.828427125,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,172.3333333,0.577350269,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,190.25,25.26361019,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,4,187,26.01281735,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,1,173,0,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,174,0,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,1,171,0,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,201,25.23885893,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,183.4285714,19.73877016,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,199.6666667,32.88363321,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,176,6.08276253,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,174,0,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,2,204,46.66904756,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,2,189,21.21320344,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,187.2,23.4669981,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,2,182,7.071067812,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,2,173.5,0.707106781,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,174,0,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,1,175,0,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,4,176.25,5.188127472,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,193,31.37939876,5,175.8,14.16686274,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,3,293.6666667,110.7173579,5,175.8,14.16686274,248.6187443,283.832662,6153.549159,1,6,184.1666667,25.92617725,4,177.25,15.92430009,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,3,293.6666667,110.7173579,4,177.25,15.92430009,250.6693539,358.6209892,6242.636987,1,6,192.5,25.49313633,2,186,21.21320344,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1,1,373,0,2,186,21.21320344,263.0437226,636.3961031,6819.981723,1
